txn_id,user_id,merchant_id,txn_time,amount,device_type,location_id,txn_type,is_fraud
2793,919,307,30423,520.62,iOS,45,P2M,0
2794,1452,131,18570,210.06,Android,7,P2M,0
2795,1318,270,19049,368.24,Android,5,P2M,0
2796,1876,433,35938,268.49,Android,26,P2P,0
2797,151,205,10919,649.94,Android,92,P2M,0
2798,384,489,31680,42.25,iOS,47,P2M,0
2799,1662,219,36874,203.88,Android,87,P2P,0
2800,1837,257,36189,350.76,Android,66,BillPay,0
2801,308,185,16303,2107.25,Android,21,P2M,1
2802,1360,145,35046,781.0,Android,66,P2P,0
2803,1970,496,17548,561.35,iOS,2,P2M,0
2804,746,178,17001,169.39,Android,18,P2M,0
2805,892,482,32699,652.89,Android,91,P2M,0
2806,375,14,28720,2116.17,Android,64,P2P,0
2807,1032,246,33218,668.34,Android,46,P2P,0
2808,1365,187,9990,144.04,iOS,69,P2M,0
2809,129,337,12778,4679.69,Android,9,P2M,0
2810,1015,259,40140,552.69,Android,14,P2M,1
2811,1800,354,34660,308.01,Android,68,P2M,1
2812,669,40,21912,559.94,iOS,65,P2P,0
2813,1376,89,26798,244.88,Android,40,BillPay,0
2814,1382,125,3808,24.68,iOS,22,P2M,0
2815,517,450,9476,1762.35,Android,15,P2M,1
2816,1519,418,16606,448.12,Android,25,P2P,0
2817,86,474,28940,1118.35,Android,64,BillPay,0
2818,1199,351,23337,2839.44,Android,51,P2P,0
2819,1826,9,23420,801.02,Android,32,P2M,0
2820,1217,350,29590,941.13,Android,95,P2M,1
2821,311,84,29056,2295.15,Android,42,P2P,0
2822,1143,21,1609,581.45,Web,87,P2P,1
2823,1242,477,29297,308.41,Web,17,P2P,0
2824,427,281,27866,2034.55,Android,34,P2M,1
2825,1994,358,33991,57.19,Android,69,P2P,0
2826,1438,378,1907,193.26,Android,47,P2P,0
2827,114,172,14978,333.95,iOS,42,P2P,0
2828,1169,25,25938,1219.02,iOS,94,BillPay,0
2829,1562,393,10943,1873.9,Android,50,P2P,0
2830,1672,103,5810,480.87,Android,53,P2P,0
2831,303,190,37705,269.64,Android,94,BillPay,0
2832,744,236,22132,348.59,Android,14,P2M,0
2833,1905,410,17615,854.96,Android,89,P2P,0
2834,588,313,9939,137.59,iOS,67,P2P,0
2835,987,37,29954,634.25,iOS,20,BillPay,0
2836,1864,272,737,710.25,iOS,61,P2M,0
2837,345,293,20820,984.41,Web,23,P2P,0
2838,814,332,42911,740.87,iOS,23,P2P,0
2839,1988,152,12321,81.59,Android,21,P2P,0
2840,801,282,32567,933.85,Android,44,P2M,1
2841,1025,20,4418,17.59,Android,5,P2M,1
2842,1171,137,42164,395.84,Android,52,P2P,0
2843,1311,471,1986,431.74,iOS,73,P2M,0
2844,1678,359,33114,99.21,Android,39,BillPay,0
2845,1077,29,38593,7.92,Web,22,P2P,0
2846,1328,31,33983,59.06,Web,83,P2M,1
2847,1093,19,22182,472.91,Android,69,P2M,0
2848,361,148,31989,219.92,Android,68,P2P,0
2849,1626,471,33012,57.18,iOS,21,P2M,0
2850,1982,491,23442,237.01,Android,82,P2P,0
2851,1244,283,11243,602.02,iOS,5,P2P,0
2852,1986,350,132,1084.27,iOS,61,P2M,0
2853,1010,341,15556,424.82,Android,77,P2P,0
2854,704,300,17754,759.77,Android,90,P2P,0
2855,1990,163,33855,726.59,iOS,80,P2P,0
2856,575,113,9839,1813.11,iOS,11,P2M,0
2857,1609,455,42851,158.17,iOS,67,P2P,0
2858,1185,150,20386,517.67,Android,68,P2M,0
2859,1705,330,13828,799.37,iOS,9,P2P,0
2860,1113,255,41078,586.71,Android,94,P2M,0
2861,688,87,35671,478.77,Android,51,P2P,0
2862,781,399,23206,2903.25,iOS,60,P2M,0
2863,585,350,894,2278.04,Android,45,P2M,0
2864,1781,98,1265,756.28,Android,60,P2P,0
2865,589,397,22807,463.25,Android,58,P2P,0
2866,1183,132,31143,1126.45,Web,76,P2M,1
2867,489,466,9965,575.49,Android,54,P2M,0
2868,971,312,30412,4335.42,Android,49,P2P,0
2869,1348,407,32229,926.53,Android,13,P2M,0
2870,1634,97,32748,56.48,iOS,21,P2M,0
2871,1405,98,41273,411.21,Android,21,BillPay,0
2872,1126,290,18090,1048.25,iOS,27,P2M,0
2873,494,356,40102,1478.0,Android,69,P2P,0
2874,1668,227,28041,1342.9,Android,81,BillPay,0
2875,1638,145,13374,3026.12,Android,55,P2P,1
2876,19,156,15375,537.3,iOS,85,P2M,0
2877,1478,270,2393,120.72,Android,65,P2M,0
2878,1506,162,11802,845.0,Android,16,P2P,0
2879,1618,112,36462,58.7,Android,22,P2P,0
2880,397,331,14911,2905.19,Android,87,P2P,0
2881,1001,185,20064,1136.82,Android,20,BillPay,0
2882,1303,205,10655,3220.53,iOS,49,BillPay,0
2883,851,97,41864,378.89,iOS,72,P2P,0
2884,1389,377,6410,12.74,Android,46,P2P,0
2885,1355,55,36165,589.33,Android,49,P2P,0
2886,1665,450,20381,103.34,Android,94,P2P,0
2887,1368,482,33678,910.62,Web,66,P2M,0
2888,822,117,22970,550.61,iOS,62,P2M,0
2889,455,93,26321,1120.14,iOS,63,P2P,0
2890,1625,293,18507,275.2,iOS,32,P2P,0
2891,725,452,18235,1413.65,Web,83,P2M,0
2892,1679,204,12863,841.74,Web,13,P2M,0
2893,1089,282,1615,3519.16,Android,42,BillPay,0
2894,1100,189,10582,157.35,Android,88,P2P,0
2895,711,476,27338,42.02,Android,10,P2P,0
2896,143,323,9397,1523.32,Android,47,BillPay,0
2897,917,84,36794,330.54,Android,69,P2P,0
2898,1939,458,29655,451.45,Android,91,P2P,0
2899,828,180,39637,2079.37,Web,60,P2P,0
2900,605,274,18830,464.85,iOS,61,P2M,1
2901,1497,181,36080,283.08,Android,58,P2M,1
2902,1441,447,8014,49.07,Android,25,P2M,0
2903,305,181,37787,468.06,Android,71,P2P,0
2904,736,283,43061,851.26,iOS,62,P2P,0
2905,1521,287,3216,250.87,Android,61,P2M,0
2906,291,475,21859,1012.05,Android,45,P2M,0
2907,1964,106,20053,520.47,iOS,27,P2P,0
2908,102,129,11222,1562.15,iOS,52,P2M,0
2909,1291,262,18908,141.14,iOS,59,P2P,0
2910,867,11,28693,1132.02,Android,85,P2M,0
2911,968,162,23882,2157.13,Android,43,P2M,0
2912,1646,487,13603,1081.97,Android,28,P2M,0
2913,974,468,27883,416.62,Android,21,P2P,0
2914,842,447,13340,209.57,iOS,34,BillPay,0
2915,962,181,18345,82.84,Android,85,P2M,1
2916,942,213,22687,822.6,Android,47,P2M,1
2917,1801,469,29581,123.32,iOS,27,P2M,0
2918,1027,274,37393,1457.63,Android,15,P2P,0
2919,85,21,28197,2589.99,iOS,5,BillPay,0
2920,1818,275,8292,116.75,Android,64,P2P,0
2921,328,260,42273,377.35,Android,17,P2P,0
2922,816,333,3448,2215.16,iOS,8,P2M,0
2923,1474,466,19628,508.97,iOS,57,P2M,0
2924,454,116,14678,613.29,Web,57,P2M,0
2925,1948,413,38815,1101.13,iOS,48,P2M,0
2926,629,25,26477,189.12,Android,88,P2M,0
2927,1245,440,1214,3096.29,Android,18,P2M,0
2928,1178,333,23990,1214.52,iOS,42,P2M,0
2929,665,254,20010,140.79,Android,69,P2M,0
2930,12,447,42326,94.19,Android,54,P2M,0
2931,1157,411,40643,2186.13,iOS,16,P2P,0
2932,304,444,31564,924.22,iOS,85,P2P,0
2933,1317,211,38247,31.46,iOS,76,P2P,0
2934,975,305,25078,122.51,Android,17,P2M,0
2935,1324,321,172,39.21,Android,44,P2P,0
2936,1764,422,17270,2922.24,Android,33,P2P,0
2937,783,339,28108,551.09,iOS,11,P2P,0
2938,43,436,16044,496.14,Android,40,P2M,1
2939,944,257,6263,2494.84,Android,37,P2P,0
2940,343,168,20752,561.97,iOS,75,P2M,0
2941,1350,337,11621,583.44,Android,28,P2M,0
2942,1838,21,42369,3313.01,Web,30,P2M,1
2943,498,86,7056,94.52,iOS,46,P2P,0
2944,364,15,21337,3401.07,Web,78,P2P,1
2945,891,50,14245,144.91,iOS,43,P2P,0
2946,427,487,32676,512.31,Android,85,P2M,0
2947,1005,304,260,329.53,Android,96,P2P,0
2948,21,487,1352,2488.4,Web,91,P2P,0
2949,407,416,5243,531.65,Android,98,P2M,0
2950,619,305,42459,18.63,Android,8,P2P,0
2951,1015,196,19390,200.51,Android,43,P2P,0
2952,336,364,28194,450.84,Android,33,P2M,1
2953,1839,301,30847,902.57,Web,55,P2M,1
2954,1141,288,19204,660.25,Android,58,P2P,0
2955,1148,388,166,1517.21,Android,21,P2P,0
2956,399,245,21310,1410.23,Android,47,P2P,0
2957,793,449,17439,714.27,Android,51,P2M,0
2958,1828,353,1254,677.63,iOS,29,P2P,0
2959,715,455,4286,260.77,Web,16,P2M,1
2960,51,201,8009,2534.28,Android,68,BillPay,0
2961,1807,193,4007,63.97,Android,89,P2P,0
2962,324,336,14992,404.71,Android,69,P2P,0
2963,789,146,40526,865.02,Web,19,P2P,1
2964,141,310,9723,2330.04,iOS,39,P2P,0
2965,470,127,28104,556.97,Android,70,P2M,1
2966,787,175,14590,1810.07,Web,30,P2P,0
2967,1826,134,15638,88.57,Android,28,P2M,0
2968,1358,66,25548,606.72,Android,63,BillPay,0
2969,1917,393,40657,303.9,Android,13,P2P,0
2970,964,452,12016,1270.52,Android,67,P2M,0
2971,1008,365,4744,471.02,Web,64,BillPay,0
2972,373,279,24681,515.87,Android,58,P2P,0
2973,1588,246,42564,53.58,iOS,99,P2M,0
2974,494,363,37055,461.02,Android,68,P2P,0
2975,1563,237,33770,67.43,Android,10,P2P,0
2976,1693,171,30239,284.84,Android,51,P2M,0
2977,751,51,30894,108.55,Android,70,P2M,0
2978,1180,328,30465,325.75,iOS,1,P2M,1
2979,291,359,12922,206.38,Android,1,P2P,0
2980,1672,153,84,268.58,Android,7,P2P,0
2981,1168,80,15373,128.5,iOS,80,P2P,0
2982,106,419,5156,463.29,Android,88,P2M,0
2983,1444,145,39962,550.65,Android,4,P2M,0
2984,670,274,38551,1449.48,iOS,16,P2M,1
2985,1682,155,38463,619.18,iOS,71,P2P,0
2986,2,399,9653,207.8,iOS,25,P2M,0
2987,1969,337,22798,1065.13,iOS,15,P2P,0
2988,589,363,23068,282.2,Android,9,P2M,0
2989,644,325,34787,1129.77,Android,11,P2P,0
2990,90,336,25673,391.73,iOS,71,P2P,0
2991,1369,143,16155,576.7,Android,53,P2P,0
2992,350,298,570,560.55,Android,39,P2M,0
2993,1483,494,40690,2492.26,Android,87,P2P,0
2994,1287,34,16200,133.47,iOS,3,P2M,0
2995,1375,304,11769,2231.7,iOS,71,P2M,0
2996,1132,467,38921,660.41,Web,3,P2M,0
2997,1610,392,19075,4052.32,iOS,12,P2M,0
2998,1063,239,24053,681.04,Android,3,P2M,0
2999,909,138,10301,854.57,Android,71,P2M,0
3000,159,254,5507,1107.67,iOS,23,P2P,0
3001,1607,5,37637,1379.83,Android,38,BillPay,0
3002,959,372,3655,519.4,iOS,79,P2M,0
3003,312,176,16347,908.04,iOS,87,P2M,0
3004,1265,373,22053,763.37,Android,42,P2P,0
3005,1962,410,2492,418.17,Android,5,P2P,0
3006,445,214,12304,1375.39,Web,41,P2P,0
3007,298,364,39280,171.0,Android,53,P2P,0
3008,952,23,31403,146.3,iOS,62,BillPay,0
3009,36,318,41542,1066.77,Android,93,P2M,0
3010,1108,13,37118,811.75,iOS,83,P2P,0
3011,1476,393,10882,305.78,Android,24,P2P,0
3012,1910,241,37424,806.57,iOS,87,P2P,0
3013,1799,276,8511,1178.0,Web,28,BillPay,0
3014,1846,92,20699,195.66,iOS,81,P2P,0
3015,1409,108,21178,696.66,Android,9,P2M,0
3016,1196,441,17821,1392.85,Android,61,P2P,0
3017,1400,229,16415,423.79,iOS,53,P2P,0
3018,1709,152,714,678.41,Android,17,P2M,0
3019,1386,108,9231,65.43,Android,65,P2M,0
3020,559,289,16792,1419.77,iOS,9,P2P,0
3021,891,404,7346,1272.2,Web,70,P2P,0
3022,141,444,40806,487.42,Android,15,P2M,0
3023,887,176,24124,101.58,Android,6,P2P,0
3024,1942,320,24048,863.99,Web,18,BillPay,0
3025,1142,286,21415,680.74,Android,88,P2P,0
3026,1301,364,17511,2015.4,iOS,94,P2M,1
3027,726,329,41666,262.59,Android,83,P2M,0
3028,1244,365,12031,26.29,Web,58,P2P,0
3029,1929,241,11215,235.22,Android,92,P2M,0
3030,1050,145,11851,446.76,Android,23,P2M,0
3031,521,356,33550,135.16,Android,88,P2P,0
3032,1807,14,38068,3119.09,Android,27,P2M,0
3033,10,275,1178,201.23,iOS,77,P2M,0
3034,984,71,2406,906.22,Android,75,P2M,0
3035,378,315,19191,484.27,Android,15,P2M,0
3036,1657,195,19148,648.01,Android,30,P2P,0
3037,1661,353,31146,2158.64,Android,6,P2M,0
3038,682,300,2724,606.67,iOS,25,P2M,0
3039,584,416,35303,291.34,Web,31,P2P,0
3040,152,367,10140,199.6,Android,11,BillPay,0
3041,720,11,22684,1780.45,iOS,68,P2M,0
3042,1073,106,24240,3457.5,Android,79,BillPay,0
3043,1178,258,19530,232.1,Web,24,P2M,0
3044,859,474,22962,1023.92,Android,14,P2P,0
3045,1317,381,1201,563.78,iOS,24,P2P,0
3046,1604,196,10011,959.41,Android,87,P2P,0
3047,50,145,35657,2664.17,iOS,69,P2P,0
3048,664,465,10551,258.47,Android,26,P2M,0
3049,531,220,20606,1077.49,Android,94,P2M,0
3050,1636,350,12664,460.93,iOS,42,P2P,0
3051,1084,424,4320,845.67,Android,48,P2M,0
3052,1191,471,3088,417.58,iOS,51,P2M,0
3053,1226,174,41456,985.72,iOS,67,P2M,0
3054,857,216,42976,329.39,Android,18,P2P,0
3055,146,93,8664,536.1,Android,86,P2P,1
3056,915,260,42848,986.98,Android,28,P2M,0
3057,1700,422,40693,34.92,iOS,30,P2P,0
3058,1994,63,1160,318.1,Web,2,P2P,0
3059,993,29,10714,632.05,iOS,73,P2M,0
3060,1463,275,4312,61.62,iOS,65,P2P,0
3061,242,347,41155,971.64,Android,36,P2P,0
3062,581,285,20845,1342.55,iOS,21,P2P,0
3063,687,484,19150,142.66,Web,62,P2P,0
3064,1585,419,35215,1057.79,Android,54,BillPay,0
3065,483,372,22028,831.22,Android,28,P2P,0
3066,1132,70,31309,423.3,Android,32,P2M,0
3067,1250,379,37077,144.25,iOS,58,P2P,0
3068,673,279,41078,2478.71,Android,70,P2M,0
3069,631,231,36264,498.91,Android,23,P2M,1
3070,661,302,34484,162.32,Android,70,P2M,0
3071,662,255,27459,1013.14,Android,64,P2P,1
3072,1456,172,21321,748.99,Android,86,P2M,0
3073,805,432,34440,1355.12,iOS,31,P2P,0
3074,1679,180,42162,4436.75,Android,19,P2P,1
3075,419,264,1455,36.72,iOS,72,P2M,0
3076,988,183,14031,1075.56,iOS,8,P2P,0
3077,1479,322,22929,3617.46,Android,84,P2P,0
3078,1184,205,32137,618.15,Android,64,P2M,0
3079,1547,424,39794,1006.19,Android,88,P2M,1
3080,650,249,29237,465.44,Android,77,P2M,0
3081,969,213,36746,353.01,Android,41,P2P,0
3082,590,159,2471,953.79,iOS,51,BillPay,0
3083,1101,432,41077,3544.26,Android,7,P2M,0
3084,509,100,367,76.91,iOS,52,P2P,0
3085,441,317,13417,438.71,Android,72,P2P,0
3086,1278,112,3374,2259.02,iOS,91,P2P,0
3087,921,308,6773,95.75,iOS,3,P2M,1
3088,770,166,14205,841.99,iOS,17,P2P,0
3089,1344,475,36580,449.93,Android,5,P2P,0
3090,1827,36,22369,378.43,iOS,60,P2M,0
3091,263,112,18581,188.01,Android,73,P2M,0
3092,1621,87,33668,155.19,iOS,70,BillPay,0
3093,1682,183,16576,581.01,Android,8,P2P,0
3094,1859,85,2770,379.13,Android,44,P2M,1
3095,1578,269,37948,541.1,Android,26,P2P,0
3096,1398,165,39447,174.46,Android,48,P2M,0
3097,637,303,3606,344.87,iOS,84,P2P,0
3098,1191,90,14678,4505.39,iOS,26,P2M,1
3099,1961,488,33025,367.18,Android,58,P2P,0
3100,1777,455,14388,425.79,Android,67,P2M,0
3101,459,238,17034,16.06,Android,58,P2P,0
3102,999,487,30920,383.49,iOS,25,P2M,0
3103,1304,22,35193,1153.08,Web,15,P2M,0
3104,700,167,15011,579.87,Android,11,P2P,0
3105,302,215,32347,856.13,Android,96,P2P,0
3106,1555,58,31254,650.54,iOS,96,P2P,0
3107,1604,30,33165,89.18,iOS,6,P2M,0
3108,1242,402,11106,322.95,Android,2,P2P,0
3109,1126,106,21786,947.95,Android,23,BillPay,0
3110,554,402,16944,635.15,Android,93,P2M,0
3111,288,494,8381,899.05,Android,7,P2M,0
3112,1191,330,41164,357.26,Android,62,P2P,0
3113,621,167,11207,172.23,Android,30,P2P,0
3114,1006,350,28715,1416.69,Android,80,P2P,0
3115,36,154,3371,377.67,iOS,1,BillPay,0
3116,744,327,31359,851.39,iOS,77,P2P,0
3117,1765,7,35809,384.04,Android,36,P2P,0
3118,353,197,6844,2096.62,Android,1,P2P,0
3119,1700,321,42665,3856.61,iOS,22,P2P,0
3120,1923,46,21782,837.41,Android,93,P2P,0
3121,73,18,36224,737.35,Android,62,BillPay,0
3122,648,397,10876,1470.21,iOS,80,P2M,0
3123,1377,153,23331,580.92,iOS,44,P2P,0
3124,1915,488,37174,1629.14,iOS,9,P2M,0
3125,1094,264,13144,426.1,Android,89,BillPay,1
3126,425,74,7649,25.93,Android,38,P2P,0
3127,999,416,36645,2089.36,Android,22,P2M,0
3128,708,145,38419,1022.75,Android,41,P2P,0
3129,1805,102,12818,571.93,Android,2,P2P,0
3130,561,335,36880,2318.79,Android,1,P2P,0
3131,828,335,31773,1742.65,Android,10,P2P,0
3132,1666,121,37333,91.81,iOS,99,P2P,0
3133,956,176,25130,783.38,iOS,88,P2M,0
3134,517,63,26716,617.93,iOS,50,BillPay,0
3135,428,296,37745,1198.58,Android,24,P2P,0
3136,1563,499,31297,286.22,Android,47,P2P,0
3137,160,84,19062,6.52,Android,46,P2P,0
3138,149,15,29492,164.05,iOS,74,BillPay,0
3139,776,355,41543,189.53,iOS,20,P2P,0
3140,1254,134,21325,275.59,iOS,76,P2P,0
3141,1736,478,10188,370.13,Web,60,P2P,1
3142,1586,121,841,980.85,iOS,23,P2M,1
3143,67,319,10567,61.72,iOS,23,BillPay,0
3144,1014,392,36806,533.28,iOS,73,P2M,0
3145,1836,479,34572,552.35,Android,62,P2M,0
3146,381,128,8921,765.42,Android,4,P2P,1
3147,58,368,4349,297.49,iOS,93,P2P,0
3148,1283,367,9655,240.66,Android,27,P2M,1
3149,342,288,14879,529.14,iOS,93,P2P,0
3150,1862,301,4946,862.13,Android,57,P2M,0
3151,1154,378,43127,36.49,Android,68,P2P,0
3152,727,180,23502,278.04,iOS,66,P2P,0
3153,1196,463,29493,1238.34,iOS,71,P2M,0
3154,770,82,6657,529.61,Android,57,P2M,0
3155,614,13,13266,2426.35,Android,43,P2P,0
3156,1233,24,6240,1617.19,Android,48,P2M,0
3157,1827,168,21350,337.21,Android,42,P2M,0
3158,354,270,42353,1036.49,iOS,98,P2P,0
3159,1495,476,16640,256.5,Android,12,P2P,0
3160,1822,459,32895,154.19,iOS,91,P2P,0
3161,116,70,42342,1703.04,Android,54,P2P,0
3162,1288,318,29851,344.93,iOS,86,P2M,0
3163,662,376,11920,181.94,Web,79,P2P,1
3164,1836,89,14392,2681.39,Android,74,P2M,0
3165,1466,189,14917,25.22,iOS,35,P2P,0
3166,1572,257,30643,365.7,Android,40,P2P,0
3167,453,217,29227,31.34,Android,53,P2M,0
3168,1869,450,23251,561.11,Android,84,P2M,1
3169,1501,382,24238,410.23,Android,32,P2P,0
3170,287,32,27723,1020.29,Android,84,P2P,0
3171,1327,141,34973,2463.89,iOS,5,P2M,0
3172,1017,161,28756,586.66,Android,29,P2M,0
3173,311,32,8513,268.83,iOS,91,BillPay,0
3174,208,312,30225,1645.68,Android,90,P2P,0
3175,618,152,4379,742.16,iOS,11,P2P,0
3176,446,347,40835,645.03,Android,29,P2P,0
3177,670,260,11305,167.17,iOS,20,P2P,0
3178,633,216,31722,33.15,Android,43,P2P,1
3179,55,279,12148,495.03,Android,70,BillPay,0
3180,912,285,12901,600.7,Android,8,P2M,0
3181,1036,98,10888,108.74,Android,45,P2P,0
3182,657,405,30099,48.99,Android,66,P2M,0
3183,1424,30,42476,194.76,Android,62,P2P,0
3184,1932,90,20708,52.14,Android,55,P2P,0
3185,1672,148,27621,46.22,Android,91,P2M,0
3186,980,144,30001,469.83,Android,38,P2P,0
3187,515,67,32571,1329.61,Android,84,P2P,0
3188,1680,433,14220,872.49,Android,94,P2P,0
3189,1566,357,24694,910.08,Android,93,P2M,1
3190,237,58,16221,243.52,Android,66,BillPay,0
3191,1303,488,39849,8.93,Web,15,P2P,0
3192,348,428,2371,479.21,Android,33,BillPay,0
3193,627,281,37784,378.73,iOS,11,P2M,0
3194,1128,279,39070,2353.53,Android,40,P2M,0
3195,630,236,39150,59.8,Android,88,P2P,1
3196,1541,443,22836,1198.39,Android,41,BillPay,0
3197,1896,385,27161,389.45,Android,79,P2M,0
3198,1272,353,21180,1415.78,iOS,5,P2P,0
3199,364,399,15865,546.41,iOS,73,P2M,0
3200,321,128,18825,1374.07,Android,4,P2M,1
3201,1657,337,27275,503.16,Android,91,P2P,0
3202,286,482,1017,411.14,Android,68,P2M,0
3203,149,209,20885,2652.94,iOS,37,P2M,0
3204,1108,436,35815,368.18,iOS,13,P2M,0
3205,1990,186,10260,1309.04,iOS,21,P2M,0
3206,406,169,11857,55.51,Android,11,P2M,0
3207,978,172,37018,51.76,Web,76,BillPay,0
3208,456,260,29230,461.16,Android,14,P2P,0
3209,1767,205,24769,704.68,Web,36,P2M,0
3210,800,452,40159,750.28,Android,13,BillPay,0
3211,1185,135,35214,29.65,Android,59,P2M,0
3212,1013,46,32492,954.53,iOS,69,P2P,0
3213,784,9,23507,111.34,Android,21,P2P,0
3214,460,471,22679,2487.03,iOS,73,P2M,1
3215,1574,161,3687,324.63,Android,97,P2P,0
3216,1524,289,7864,242.45,Web,64,P2P,0
3217,738,340,6127,275.42,Android,55,BillPay,0
3218,509,388,29473,2216.2,Web,81,P2P,0
3219,1678,321,13834,527.52,iOS,91,P2M,0
3220,1828,106,8921,456.29,Android,65,P2P,0
3221,481,290,28573,667.58,Android,51,BillPay,0
3222,1687,475,37876,2136.16,Android,69,P2P,0
3223,114,341,4266,294.93,Android,76,P2P,0
3224,749,88,37713,159.56,Web,25,P2P,1
3225,1602,463,8985,724.06,Android,25,P2M,1
3226,361,483,22068,541.31,Android,12,BillPay,0
3227,341,192,24700,51.18,iOS,11,P2P,0
3228,770,153,8366,590.41,Android,94,P2M,0
3229,761,311,35319,661.19,Android,48,P2M,1
3230,969,137,3848,947.73,iOS,91,P2P,0
3231,449,273,30472,4330.46,Android,81,P2P,1
3232,1867,149,3456,437.97,Android,94,P2P,0
3233,835,188,19142,571.01,iOS,3,P2P,0
3234,1204,141,12031,62.37,Android,75,P2P,0
3235,1726,131,20139,1425.07,iOS,49,P2P,0
3236,1431,452,20026,82.65,Android,33,P2P,0
3237,1690,4,40887,2172.42,Android,47,P2M,1
3238,1220,491,28777,342.78,Android,73,BillPay,0
3239,1490,476,42930,329.49,Android,18,P2P,0
3240,311,263,1660,318.72,Android,1,P2P,0
3241,262,26,27151,2404.46,iOS,70,P2M,0
3242,1443,459,24613,3133.94,Android,98,P2M,1
3243,406,24,29066,2896.69,Android,5,P2P,0
3244,1963,491,13208,976.05,Android,3,P2M,1
3245,143,266,19960,94.18,Android,90,BillPay,0
3246,342,229,30702,390.68,Android,70,BillPay,0
3247,1340,269,22842,273.21,iOS,11,P2P,0
3248,1125,125,11727,985.87,iOS,75,P2P,0
3249,244,172,32389,542.85,Android,40,P2M,1
3250,490,234,26804,766.74,Android,64,P2M,0
3251,12,295,13021,7.02,iOS,80,P2M,0
3252,1263,403,19092,1221.79,Android,84,P2M,1
3253,561,435,28915,2430.11,Android,84,P2P,0
3254,42,275,10501,885.41,Android,90,P2P,0
3255,678,76,41190,1528.1,Android,58,BillPay,0
3256,594,308,15739,520.45,Web,99,P2P,0
3257,1453,214,7476,16.33,iOS,25,P2P,0
3258,1827,431,7931,3722.58,Android,30,P2P,0
3259,1182,485,13699,48.51,Android,40,P2M,0
3260,1240,376,2804,171.32,Android,25,P2M,0
3261,1694,158,38343,43.09,iOS,10,P2P,0
3262,1486,302,11775,784.57,Android,57,P2P,1
3263,134,204,31586,700.18,Android,35,BillPay,0
3264,1091,477,607,188.24,Android,27,P2P,0
3265,1872,149,31629,2510.82,Android,68,P2M,0
3266,1031,75,37386,1957.96,iOS,62,P2P,0
3267,948,380,14089,262.59,Web,80,P2P,0
3268,1550,229,29708,860.38,iOS,29,P2P,0
3269,73,304,37025,1546.11,iOS,99,P2M,0
3270,399,62,10223,356.78,iOS,21,P2M,0
3271,1429,58,22943,233.98,iOS,41,P2M,0
3272,1699,274,21515,236.78,iOS,31,P2M,0
3273,578,108,29619,1373.87,Android,19,BillPay,0
3274,859,187,34132,497.51,Android,38,P2P,0
3275,130,475,751,1005.16,Android,32,P2M,0
3276,931,229,40313,840.55,Android,4,P2P,0
3277,1490,48,5344,292.49,Web,78,P2M,0
3278,1230,319,33973,186.63,iOS,65,P2P,0
3279,1812,268,9512,107.54,iOS,83,P2P,0
3280,1792,215,36655,19.34,Android,48,P2M,0
3281,266,290,34098,67.8,iOS,32,P2M,0
3282,1561,254,8622,236.84,Android,8,P2P,0
3283,1986,445,37451,1000.29,Android,5,P2P,0
3284,793,358,18658,134.66,iOS,72,P2M,0
3285,253,87,36133,592.85,Android,49,P2P,0
3286,822,181,17647,224.97,iOS,70,P2M,0
3287,1313,25,20620,573.64,iOS,99,P2M,1
3288,164,446,37067,1109.07,Android,53,P2P,0
3289,95,388,3733,247.38,Android,60,P2P,0
3290,1806,222,29675,342.04,iOS,61,P2P,0
3291,833,478,1665,1026.99,Android,62,P2M,0
3292,1134,397,860,632.32,iOS,75,P2M,0
3293,336,426,27618,79.47,Android,13,BillPay,0
3294,822,49,27916,1135.56,Android,89,P2P,0
3295,238,334,11681,259.96,Android,51,P2M,1
3296,381,440,16520,388.98,Android,29,P2M,0
3297,1460,175,22131,225.02,Android,20,P2P,0
3298,899,392,22878,627.08,Android,35,P2P,0
3299,483,311,11424,984.17,Web,90,P2M,1
3300,1961,472,38554,1300.52,iOS,84,P2P,0
3301,902,274,26796,2042.09,Android,41,P2P,0
3302,1049,35,9345,356.05,Android,44,P2M,0
3303,1677,217,27486,2157.86,Android,44,P2P,0
3304,1141,209,22584,767.68,Android,6,P2M,0
3305,482,160,26986,394.91,Android,63,P2M,0
3306,1416,408,11598,1746.38,Android,17,BillPay,0
3307,917,7,8325,693.3,Android,91,P2M,0
3308,994,269,18445,484.52,Web,41,P2M,0
3309,964,126,37146,9.25,iOS,83,P2P,0
3310,537,475,3730,1011.28,iOS,96,P2M,0
3311,1103,368,11684,64.4,Android,23,P2M,1
3312,1604,325,38890,273.31,Web,38,P2P,0
3313,1197,356,34563,2609.73,Android,41,BillPay,0
3314,1980,90,10041,134.94,Android,31,P2P,0
3315,1036,42,8187,298.92,Android,16,P2P,0
3316,1824,365,37608,2154.6,Android,3,P2P,0
3317,128,159,32624,329.61,Android,80,BillPay,0
3318,1632,202,10919,318.8,Android,16,P2P,0
3319,92,366,3726,835.2,iOS,68,BillPay,0
3320,1677,282,31716,112.66,Web,69,P2M,1
3321,543,470,33027,2882.21,iOS,54,P2P,0
3322,846,332,1843,257.29,Android,92,P2P,0
3323,1556,288,13754,1232.26,Android,87,P2P,0
3324,1682,91,28853,271.31,Android,42,P2M,0
3325,989,481,2280,257.68,Android,64,P2P,0
